Filename|Predictions
n02108000-EntleBucher\n02108000_1172.jpg|n02108000-EntleBucher
n02108000-EntleBucher\n02108000_1194.jpg|n02107683-Bernese_mountain_dog
n02108000-EntleBucher\n02108000_1195.jpg|n02107683-Bernese_mountain_dog
n02108000-EntleBucher\n02108000_121.jpg|n02107574-Greater_Swiss_Mountain_dog
n02108000-EntleBucher\n02108000_1225.jpg|n02107908-Appenzeller
n02108000-EntleBucher\n02108000_1226.jpg|n02107683-Bernese_mountain_dog
n02108000-EntleBucher\n02108000_1238.jpg|n02107908-Appenzeller
n02108000-EntleBucher\n02108000_1243.jpg|n02107683-Bernese_mountain_dog
n02108000-EntleBucher\n02108000_1246.jpg|n02107574-Greater_Swiss_Mountain_dog
n02108000-EntleBucher\n02108000_1256.jpg|n02108000-EntleBucher
n02108000-EntleBucher\n02108000_1274.jpg|n02108000-EntleBucher
n02108000-EntleBucher\n02108000_1291.jpg|n02107908-Appenzeller
n02108000-EntleBucher\n02108000_1302.jpg|n02107908-Appenzeller
n02108000-EntleBucher\n02108000_1324.jpg|n02107908-Appenzeller
n02108000-EntleBucher\n02108000_1339.jpg|n02107908-Appenzeller
n02108000-EntleBucher\n02108000_1343.jpg|n02108000-EntleBucher
n02108000-EntleBucher\n02108000_143.jpg|n02108000-EntleBucher
n02108000-EntleBucher\n02108000_1462.jpg|n02108000-EntleBucher
n02108000-EntleBucher\n02108000_1468.jpg|n02108000-EntleBucher
n02108000-EntleBucher\n02108000_148.jpg|n02108000-EntleBucher
n02108089-boxer\n02108089_1.jpg|n02111129-Leonberg
n02108089-boxer\n02108089_1003.jpg|n02087394-Rhodesian_ridgeback
n02108089-boxer\n02108089_10229.jpg|n02108422-bull_mastiff
n02108089-boxer\n02108089_1031.jpg|n02100877-Irish_setter
n02108089-boxer\n02108089_1072.jpg|n02110806-basenji
n02108089-boxer\n02108089_10774.jpg|n02097298-Scotch_terrier
n02108089-boxer\n02108089_10901.jpg|n02109525-Saint_Bernard
n02108089-boxer\n02108089_10939.jpg|n02111129-Leonberg
n02108089-boxer\n02108089_11001.jpg|n02102973-Irish_water_spaniel
n02108089-boxer\n02108089_11032.jpg|n02108089-boxer
n02108089-boxer\n02108089_1104.jpg|n02109525-Saint_Bernard
n02108089-boxer\n02108089_11074.jpg|n02088238-basset
n02108089-boxer\n02108089_11122.jpg|n02097658-silky_terrier
n02108089-boxer\n02108089_11154.jpg|n02115641-dingo
n02108089-boxer\n02108089_1159.jpg|n02095570-Lakeland_terrier
n02108089-boxer\n02108089_11616.jpg|n02100877-Irish_setter
n02108089-boxer\n02108089_11687.jpg|n02100735-English_setter
n02108089-boxer\n02108089_117.jpg|n02088238-basset
n02108089-boxer\n02108089_11807.jpg|n02108089-boxer
n02108089-boxer\n02108089_11875.jpg|n02112706-Brabancon_griffon
n02108089-boxer\n02108089_122.jpg|n02111889-Samoyed
n02108089-boxer\n02108089_12232.jpg|n02106662-German_shepherd
n02108422-bull_mastiff\n02108422_1013.jpg|n02110958-pug
n02108422-bull_mastiff\n02108422_1016.jpg|n02097658-silky_terrier
n02108422-bull_mastiff\n02108422_1017.jpg|n02097298-Scotch_terrier
n02108422-bull_mastiff\n02108422_1079.jpg|n02111129-Leonberg
n02108422-bull_mastiff\n02108422_1096.jpg|n02088094-Afghan_hound
n02108422-bull_mastiff\n02108422_1166.jpg|n02091635-otterhound
n02108422-bull_mastiff\n02108422_1242.jpg|n02105505-komondor
n02108422-bull_mastiff\n02108422_1305.jpg|n02096177-cairn
n02108422-bull_mastiff\n02108422_1425.jpg|n02088094-Afghan_hound
n02108422-bull_mastiff\n02108422_1442.jpg|n02090379-redbone
n02108422-bull_mastiff\n02108422_1445.jpg|n02097298-Scotch_terrier
n02108422-bull_mastiff\n02108422_1507.jpg|n02090721-Irish_wolfhound
n02108422-bull_mastiff\n02108422_1546.jpg|n02096051-Airedale
n02108422-bull_mastiff\n02108422_1547.jpg|n02096294-Australian_terrier
n02108422-bull_mastiff\n02108422_1548.jpg|n02092339-Weimaraner
n02108422-bull_mastiff\n02108422_1549.jpg|n02115641-dingo
n02108422-bull_mastiff\n02108422_158.jpg|n02097298-Scotch_terrier
n02108422-bull_mastiff\n02108422_170.jpg|n02110958-pug
n02108422-bull_mastiff\n02108422_1701.jpg|n02096051-Airedale
n02108422-bull_mastiff\n02108422_1836.jpg|n02095314-wire-haired_fox_terrier
n02108422-bull_mastiff\n02108422_1869.jpg|n02088094-Afghan_hound
n02108422-bull_mastiff\n02108422_1879.jpg|n02090721-Irish_wolfhound
n02108422-bull_mastiff\n02108422_1889.jpg|n02108915-French_bulldog
n02108551-Tibetan_mastiff\n02108551_10182.jpg|n02112350-keeshond
n02108551-Tibetan_mastiff\n02108551_1025.jpg|n02108551-Tibetan_mastiff
n02108551-Tibetan_mastiff\n02108551_103.jpg|n02112137-chow
n02108551-Tibetan_mastiff\n02108551_1091.jpg|n02108551-Tibetan_mastiff
n02108551-Tibetan_mastiff\n02108551_1104.jpg|n02097130-giant_schnauzer
n02108551-Tibetan_mastiff\n02108551_1121.jpg|n02111277-Newfoundland
n02108551-Tibetan_mastiff\n02108551_11271.jpg|n02107908-Appenzeller
n02108551-Tibetan_mastiff\n02108551_1155.jpg|n02099267-flat-coated_retriever
n02108551-Tibetan_mastiff\n02108551_11671.jpg|n02089867-Walker_hound
n02108551-Tibetan_mastiff\n02108551_1240.jpg|n02108551-Tibetan_mastiff
n02108551-Tibetan_mastiff\n02108551_12438.jpg|n02105056-groenendael
n02108551-Tibetan_mastiff\n02108551_1287.jpg|n02097047-miniature_schnauzer
n02108551-Tibetan_mastiff\n02108551_13042.jpg|n02099429-curly-coated_retriever
n02108551-Tibetan_mastiff\n02108551_1326.jpg|n02101006-Gordon_setter
n02108551-Tibetan_mastiff\n02108551_13756.jpg|n02101006-Gordon_setter
n02108551-Tibetan_mastiff\n02108551_1380.jpg|n02106166-Border_collie
n02108551-Tibetan_mastiff\n02108551_1408.jpg|n02111277-Newfoundland
n02108551-Tibetan_mastiff\n02108551_1409.jpg|n02105505-komondor
n02108551-Tibetan_mastiff\n02108551_143.jpg|n02108551-Tibetan_mastiff
n02108551-Tibetan_mastiff\n02108551_1451.jpg|n02106166-Border_collie
n02108551-Tibetan_mastiff\n02108551_146.jpg|n02102480-Sussex_spaniel
n02108551-Tibetan_mastiff\n02108551_1506.jpg|n02111277-Newfoundland
n02108915-French_bulldog\n02108915_10204.jpg|n02104365-schipperke
n02108915-French_bulldog\n02108915_10564.jpg|n02092002-Scottish_deerhound
n02108915-French_bulldog\n02108915_110.jpg|n02095570-Lakeland_terrier
n02108915-French_bulldog\n02108915_1114.jpg|n02096585-Boston_bull
n02108915-French_bulldog\n02108915_1119.jpg|n02112350-keeshond
n02108915-French_bulldog\n02108915_11207.jpg|n02089973-English_foxhound
n02108915-French_bulldog\n02108915_11220.jpg|n02110958-pug
n02108915-French_bulldog\n02108915_11327.jpg|n02110958-pug
n02108915-French_bulldog\n02108915_11335.jpg|n02105162-malinois
n02108915-French_bulldog\n02108915_1137.jpg|n02088238-basset
n02108915-French_bulldog\n02108915_11498.jpg|n02099429-curly-coated_retriever
n02108915-French_bulldog\n02108915_11550.jpg|n02097658-silky_terrier
n02108915-French_bulldog\n02108915_11653.jpg|n02111277-Newfoundland
n02108915-French_bulldog\n02108915_1188.jpg|n02110063-malamute
n02108915-French_bulldog\n02108915_12139.jpg|n02086240-Shih-Tzu
n02108915-French_bulldog\n02108915_12288.jpg|n02087046-toy_terrier
n02108915-French_bulldog\n02108915_12317.jpg|n02097209-standard_schnauzer
n02108915-French_bulldog\n02108915_12319.jpg|n02097130-giant_schnauzer
n02108915-French_bulldog\n02108915_12460.jpg|n02097130-giant_schnauzer
n02108915-French_bulldog\n02108915_12618.jpg|n02105056-groenendael
n02108915-French_bulldog\n02108915_12904.jpg|n02109525-Saint_Bernard
n02108915-French_bulldog\n02108915_1343.jpg|n02113023-Pembroke
n02108915-French_bulldog\n02108915_142.jpg|n02093754-Border_terrier
n02109047-Great_Dane\n02109047_1005.jpg|n02086240-Shih-Tzu
n02109047-Great_Dane\n02109047_10112.jpg|n02107908-Appenzeller
n02109047-Great_Dane\n02109047_10160.jpg|n02094258-Norwich_terrier
n02109047-Great_Dane\n02109047_10414.jpg|n02094258-Norwich_terrier
n02109047-Great_Dane\n02109047_11178.jpg|n02102973-Irish_water_spaniel
n02109047-Great_Dane\n02109047_11184.jpg|n02097298-Scotch_terrier
n02109047-Great_Dane\n02109047_11472.jpg|n02116738-African_hunting_dog
n02109047-Great_Dane\n02109047_12085.jpg|n02090721-Irish_wolfhound
n02109047-Great_Dane\n02109047_12193.jpg|n02113186-Cardigan
n02109047-Great_Dane\n02109047_12467.jpg|n02105505-komondor
n02109047-Great_Dane\n02109047_12569.jpg|n02092002-Scottish_deerhound
n02109047-Great_Dane\n02109047_1260.jpg|n02094433-Yorkshire_terrier
n02109047-Great_Dane\n02109047_12678.jpg|n02097130-giant_schnauzer
n02109047-Great_Dane\n02109047_12726.jpg|n02097047-miniature_schnauzer
n02109047-Great_Dane\n02109047_1284.jpg|n02088094-Afghan_hound
n02109047-Great_Dane\n02109047_12899.jpg|n02111889-Samoyed
n02109047-Great_Dane\n02109047_12916.jpg|n02100236-German_short-haired_pointer
n02109047-Great_Dane\n02109047_12966.jpg|n02099267-flat-coated_retriever
n02109047-Great_Dane\n02109047_13016.jpg|n02086240-Shih-Tzu
n02109047-Great_Dane\n02109047_13040.jpg|n02091635-otterhound
n02109047-Great_Dane\n02109047_13072.jpg|n02092002-Scottish_deerhound
n02109047-Great_Dane\n02109047_13211.jpg|n02088094-Afghan_hound
n02109047-Great_Dane\n02109047_1371.jpg|n02087394-Rhodesian_ridgeback
n02109525-Saint_Bernard\n02109525_10032.jpg|n02109525-Saint_Bernard
n02109525-Saint_Bernard\n02109525_10063.jpg|n02109525-Saint_Bernard
n02109525-Saint_Bernard\n02109525_10146.jpg|n02107574-Greater_Swiss_Mountain_dog
n02109525-Saint_Bernard\n02109525_10215.jpg|n02100735-English_setter
n02109525-Saint_Bernard\n02109525_10251.jpg|n02113023-Pembroke
n02109525-Saint_Bernard\n02109525_10297.jpg|n02101388-Brittany_spaniel
n02109525-Saint_Bernard\n02109525_10321.jpg|n02110806-basenji
n02109525-Saint_Bernard\n02109525_10332.jpg|n02109525-Saint_Bernard
n02109525-Saint_Bernard\n02109525_10374.jpg|n02113023-Pembroke
n02109525-Saint_Bernard\n02109525_10417.jpg|n02088238-basset
n02109525-Saint_Bernard\n02109525_10446.jpg|n02107574-Greater_Swiss_Mountain_dog
n02109525-Saint_Bernard\n02109525_10545.jpg|n02089973-English_foxhound
n02109525-Saint_Bernard\n02109525_10743.jpg|n02108089-boxer
n02109525-Saint_Bernard\n02109525_10792.jpg|n02107683-Bernese_mountain_dog
n02109525-Saint_Bernard\n02109525_10805.jpg|n02093647-Bedlington_terrier
n02109525-Saint_Bernard\n02109525_10908.jpg|n02086646-Blenheim_spaniel
n02109525-Saint_Bernard\n02109525_10960.jpg|n02109525-Saint_Bernard
n02109525-Saint_Bernard\n02109525_10992.jpg|n02093256-Staffordshire_bullterrier
n02109525-Saint_Bernard\n02109525_1100.jpg|n02091467-Norwegian_elkhound
n02109525-Saint_Bernard\n02109525_11155.jpg|n02102040-English_springer
n02109525-Saint_Bernard\n02109525_11274.jpg|n02088238-basset
n02109525-Saint_Bernard\n02109525_11285.jpg|n02086240-Shih-Tzu
n02109525-Saint_Bernard\n02109525_11444.jpg|n02101388-Brittany_spaniel
n02109525-Saint_Bernard\n02109525_11445.jpg|n02109525-Saint_Bernard
n02109525-Saint_Bernard\n02109525_11452.jpg|n02107142-Doberman
n02109961-Eskimo_dog\n02109961_10021.jpg|n02091467-Norwegian_elkhound
n02109961-Eskimo_dog\n02109961_1017.jpg|n02098413-Lhasa
n02109961-Eskimo_dog\n02109961_1032.jpg|n02097474-Tibetan_terrier
n02109961-Eskimo_dog\n02109961_10660.jpg|n02110185-Siberian_husky
n02109961-Eskimo_dog\n02109961_10699.jpg|n02110185-Siberian_husky
n02109961-Eskimo_dog\n02109961_1076.jpg|n02095314-wire-haired_fox_terrier
n02109961-Eskimo_dog\n02109961_10774.jpg|n02109961-Eskimo_dog
n02109961-Eskimo_dog\n02109961_11224.jpg|n02090721-Irish_wolfhound
n02109961-Eskimo_dog\n02109961_11511.jpg|n02086240-Shih-Tzu
n02109961-Eskimo_dog\n02109961_11634.jpg|n02098105-soft-coated_wheaten_terrier
n02109961-Eskimo_dog\n02109961_12107.jpg|n02095889-Sealyham_terrier
n02109961-Eskimo_dog\n02109961_12118.jpg|n02097130-giant_schnauzer
n02109961-Eskimo_dog\n02109961_12338.jpg|n02088632-bluetick
n02109961-Eskimo_dog\n02109961_1235.jpg|n02091467-Norwegian_elkhound
n02109961-Eskimo_dog\n02109961_1251.jpg|n02112350-keeshond
n02109961-Eskimo_dog\n02109961_1253.jpg|n02112018-Pomeranian
n02109961-Eskimo_dog\n02109961_12719.jpg|n02091467-Norwegian_elkhound
n02109961-Eskimo_dog\n02109961_1276.jpg|n02111277-Newfoundland
n02109961-Eskimo_dog\n02109961_12993.jpg|n02111500-Great_Pyrenees
n02109961-Eskimo_dog\n02109961_13077.jpg|n02113023-Pembroke
n02109961-Eskimo_dog\n02109961_131.jpg|n02098413-Lhasa
n02109961-Eskimo_dog\n02109961_1328.jpg|n02101556-clumber
n02110063-malamute\n02110063_10025.jpg|n02086910-papillon
n02110063-malamute\n02110063_1034.jpg|n02096294-Australian_terrier
n02110063-malamute\n02110063_10567.jpg|n02086646-Blenheim_spaniel
n02110063-malamute\n02110063_1058.jpg|n02088094-Afghan_hound
n02110063-malamute\n02110063_10589.jpg|n02110063-malamute
n02110063-malamute\n02110063_10751.jpg|n02112350-keeshond
n02110063-malamute\n02110063_10768.jpg|n02092002-Scottish_deerhound
n02110063-malamute\n02110063_10785.jpg|n02093754-Border_terrier
n02110063-malamute\n02110063_10787.jpg|n02089973-English_foxhound
n02110063-malamute\n02110063_10965.jpg|n02090721-Irish_wolfhound
n02110063-malamute\n02110063_11034.jpg|n02104029-kuvasz
n02110063-malamute\n02110063_1104.jpg|n02110185-Siberian_husky
n02110063-malamute\n02110063_11052.jpg|n02105505-komondor
n02110063-malamute\n02110063_11105.jpg|n02096051-Airedale
n02110063-malamute\n02110063_11106.jpg|n02092002-Scottish_deerhound
n02110063-malamute\n02110063_11227.jpg|n02096437-Dandie_Dinmont
n02110063-malamute\n02110063_11431.jpg|n02097658-silky_terrier
n02110063-malamute\n02110063_11495.jpg|n02088364-beagle
n02110063-malamute\n02110063_11585.jpg|n02110063-malamute
n02110063-malamute\n02110063_11658.jpg|n02097474-Tibetan_terrier
n02110063-malamute\n02110063_11668.jpg|n02091134-whippet
n02110063-malamute\n02110063_11709.jpg|n02091467-Norwegian_elkhound
n02110063-malamute\n02110063_11756.jpg|n02088632-bluetick
n02110063-malamute\n02110063_11814.jpg|n02086240-Shih-Tzu
n02110063-malamute\n02110063_11822.jpg|n02088632-bluetick
n02110063-malamute\n02110063_11838.jpg|n02110185-Siberian_husky
n02110185-Siberian_husky\n02110185_10047.jpg|n02097474-Tibetan_terrier
n02110185-Siberian_husky\n02110185_10116.jpg|n02112350-keeshond
n02110185-Siberian_husky\n02110185_10171.jpg|n02091467-Norwegian_elkhound
n02110185-Siberian_husky\n02110185_10175.jpg|n02112018-Pomeranian
n02110185-Siberian_husky\n02110185_10273.jpg|n02086240-Shih-Tzu
n02110185-Siberian_husky\n02110185_10360.jpg|n02096585-Boston_bull
n02110185-Siberian_husky\n02110185_10597.jpg|n02106166-Border_collie
n02110185-Siberian_husky\n02110185_1066.jpg|n02085782-Japanese_spaniel
n02110185-Siberian_husky\n02110185_10844.jpg|n02093647-Bedlington_terrier
n02110185-Siberian_husky\n02110185_10849.jpg|n02111129-Leonberg
n02110185-Siberian_husky\n02110185_10875.jpg|n02104365-schipperke
n02110185-Siberian_husky\n02110185_10898.jpg|n02106166-Border_collie
n02110185-Siberian_husky\n02110185_10902.jpg|n02096585-Boston_bull
n02110185-Siberian_husky\n02110185_10955.jpg|n02112350-keeshond
n02110185-Siberian_husky\n02110185_10967.jpg|n02106166-Border_collie
n02110185-Siberian_husky\n02110185_11114.jpg|n02110063-malamute
n02110185-Siberian_husky\n02110185_11131.jpg|n02085936-Maltese_dog
n02110185-Siberian_husky\n02110185_11138.jpg|n02097658-silky_terrier
n02110185-Siberian_husky\n02110185_11287.jpg|n02105505-komondor
n02110185-Siberian_husky\n02110185_1130.jpg|n02099712-Labrador_retriever
n02110185-Siberian_husky\n02110185_11396.jpg|n02086240-Shih-Tzu
n02110185-Siberian_husky\n02110185_11409.jpg|n02088632-bluetick
n02110185-Siberian_husky\n02110185_11445.jpg|n02090721-Irish_wolfhound
n02110185-Siberian_husky\n02110185_11580.jpg|n02091467-Norwegian_elkhound
n02110185-Siberian_husky\n02110185_11626.jpg|n02110185-Siberian_husky
n02110185-Siberian_husky\n02110185_11635.jpg|n02088632-bluetick
n02110185-Siberian_husky\n02110185_11636.jpg|n02111500-Great_Pyrenees
n02110185-Siberian_husky\n02110185_1164.jpg|n02111889-Samoyed
n02110627-affenpinscher\n02110627_10147.jpg|n02106382-Bouvier_des_Flandres
n02110627-affenpinscher\n02110627_10185.jpg|n02097130-giant_schnauzer
n02110627-affenpinscher\n02110627_10225.jpg|n02097130-giant_schnauzer
n02110627-affenpinscher\n02110627_10437.jpg|n02097298-Scotch_terrier
n02110627-affenpinscher\n02110627_10439.jpg|n02093428-American_Staffordshire_terrier
n02110627-affenpinscher\n02110627_10447.jpg|n02104365-schipperke
n02110627-affenpinscher\n02110627_10680.jpg|n02097298-Scotch_terrier
n02110627-affenpinscher\n02110627_10787.jpg|n02102973-Irish_water_spaniel
n02110627-affenpinscher\n02110627_10848.jpg|n02099429-curly-coated_retriever
n02110627-affenpinscher\n02110627_10859.jpg|n02097130-giant_schnauzer
n02110627-affenpinscher\n02110627_10986.jpg|n02096585-Boston_bull
n02110627-affenpinscher\n02110627_11211.jpg|n02097130-giant_schnauzer
n02110627-affenpinscher\n02110627_11262.jpg|n02097298-Scotch_terrier
n02110627-affenpinscher\n02110627_11263.jpg|n02110958-pug
n02110627-affenpinscher\n02110627_11279.jpg|n02105056-groenendael
n02110627-affenpinscher\n02110627_11283.jpg|n02102973-Irish_water_spaniel
n02110627-affenpinscher\n02110627_11345.jpg|n02097298-Scotch_terrier
n02110627-affenpinscher\n02110627_11365.jpg|n02088094-Afghan_hound
n02110627-affenpinscher\n02110627_11422.jpg|n02104365-schipperke
n02110627-affenpinscher\n02110627_11435.jpg|n02097047-miniature_schnauzer
n02110627-affenpinscher\n02110627_11584.jpg|n02110627-affenpinscher
n02110627-affenpinscher\n02110627_11614.jpg|n02097298-Scotch_terrier
n02110806-basenji\n02110806_1013.jpg|n02107908-Appenzeller
n02110806-basenji\n02110806_1019.jpg|n02110806-basenji
n02110806-basenji\n02110806_1033.jpg|n02097658-silky_terrier
n02110806-basenji\n02110806_1035.jpg|n02091032-Italian_greyhound
n02110806-basenji\n02110806_1100.jpg|n02093991-Irish_terrier
n02110806-basenji\n02110806_1102.jpg|n02115641-dingo
n02110806-basenji\n02110806_111.jpg|n02091244-Ibizan_hound
n02110806-basenji\n02110806_1179.jpg|n02105412-kelpie
n02110806-basenji\n02110806_1214.jpg|n02108000-EntleBucher
n02110806-basenji\n02110806_1228.jpg|n02094258-Norwich_terrier
n02110806-basenji\n02110806_1236.jpg|n02087394-Rhodesian_ridgeback
n02110806-basenji\n02110806_1259.jpg|n02089867-Walker_hound
n02110806-basenji\n02110806_1359.jpg|n02089867-Walker_hound
n02110806-basenji\n02110806_1369.jpg|n02097658-silky_terrier
n02110806-basenji\n02110806_1382.jpg|n02106662-German_shepherd
n02110806-basenji\n02110806_1396.jpg|n02110806-basenji
n02110806-basenji\n02110806_1404.jpg|n02091831-Saluki
n02110806-basenji\n02110806_1485.jpg|n02115641-dingo
n02110806-basenji\n02110806_1514.jpg|n02110806-basenji
n02110806-basenji\n02110806_1525.jpg|n02107908-Appenzeller
n02110806-basenji\n02110806_1577.jpg|n02091244-Ibizan_hound
n02110806-basenji\n02110806_1637.jpg|n02110806-basenji
n02110806-basenji\n02110806_1639.jpg|n02105056-groenendael
n02110806-basenji\n02110806_1667.jpg|n02110806-basenji
n02110806-basenji\n02110806_1674.jpg|n02110806-basenji
n02110806-basenji\n02110806_1688.jpg|n02115641-dingo
n02110806-basenji\n02110806_17.jpg|n02101388-Brittany_spaniel
n02110806-basenji\n02110806_1778.jpg|n02115913-dhole
n02110806-basenji\n02110806_18.jpg|n02088466-bloodhound
n02110806-basenji\n02110806_1826.jpg|n02105412-kelpie
n02110806-basenji\n02110806_1841.jpg|n02110806-basenji
n02110958-pug\n02110958_10.jpg|n02097474-Tibetan_terrier
n02110958-pug\n02110958_10186.jpg|n02093256-Staffordshire_bullterrier
n02110958-pug\n02110958_10193.jpg|n02102973-Irish_water_spaniel
n02110958-pug\n02110958_10378.jpg|n02097474-Tibetan_terrier
n02110958-pug\n02110958_10842.jpg|n02110063-malamute
n02110958-pug\n02110958_1108.jpg|n02097298-Scotch_terrier
n02110958-pug\n02110958_11083.jpg|n02093859-Kerry_blue_terrier
n02110958-pug\n02110958_11194.jpg|n02095570-Lakeland_terrier
n02110958-pug\n02110958_11209.jpg|n02097474-Tibetan_terrier
n02110958-pug\n02110958_11239.jpg|n02088632-bluetick
n02110958-pug\n02110958_11256.jpg|n02097474-Tibetan_terrier
n02110958-pug\n02110958_11261.jpg|n02113978-Mexican_hairless
n02110958-pug\n02110958_11288.jpg|n02112706-Brabancon_griffon
n02110958-pug\n02110958_11306.jpg|n02095889-Sealyham_terrier
n02110958-pug\n02110958_11359.jpg|n02085620-Chihuahua
n02110958-pug\n02110958_11458.jpg|n02104365-schipperke
n02110958-pug\n02110958_11632.jpg|n02097130-giant_schnauzer
n02110958-pug\n02110958_11675.jpg|n02090622-borzoi
n02110958-pug\n02110958_11725.jpg|n02096585-Boston_bull
n02110958-pug\n02110958_11732.jpg|n02096437-Dandie_Dinmont
n02110958-pug\n02110958_11825.jpg|n02115641-dingo
n02110958-pug\n02110958_11870.jpg|n02110063-malamute
n02110958-pug\n02110958_11958.jpg|n02097298-Scotch_terrier
n02110958-pug\n02110958_11977.jpg|n02099849-Chesapeake_Bay_retriever
n02110958-pug\n02110958_11979.jpg|n02115641-dingo
n02110958-pug\n02110958_12025.jpg|n02111277-Newfoundland
n02110958-pug\n02110958_12080.jpg|n02096177-cairn
n02110958-pug\n02110958_12120.jpg|n02108089-boxer
n02110958-pug\n02110958_12128.jpg|n02104029-kuvasz
n02110958-pug\n02110958_12130.jpg|n02097298-Scotch_terrier
n02111129-Leonberg\n02111129_1.jpg|n02115913-dhole
n02111129-Leonberg\n02111129_1014.jpg|n02099849-Chesapeake_Bay_retriever
n02111129-Leonberg\n02111129_1042.jpg|n02111129-Leonberg
n02111129-Leonberg\n02111129_1065.jpg|n02111129-Leonberg
n02111129-Leonberg\n02111129_1094.jpg|n02111129-Leonberg
n02111129-Leonberg\n02111129_1111.jpg|n02111129-Leonberg
n02111129-Leonberg\n02111129_1115.jpg|n02111129-Leonberg
n02111129-Leonberg\n02111129_1153.jpg|n02093754-Border_terrier
n02111129-Leonberg\n02111129_1178.jpg|n02111129-Leonberg
n02111129-Leonberg\n02111129_1181.jpg|n02108551-Tibetan_mastiff
n02111129-Leonberg\n02111129_1184.jpg|n02096051-Airedale
n02111129-Leonberg\n02111129_1197.jpg|n02111129-Leonberg
n02111129-Leonberg\n02111129_1206.jpg|n02112706-Brabancon_griffon
n02111129-Leonberg\n02111129_1215.jpg|n02113978-Mexican_hairless
n02111129-Leonberg\n02111129_1325.jpg|n02112137-chow
n02111129-Leonberg\n02111129_1331.jpg|n02111129-Leonberg
n02111129-Leonberg\n02111129_1380.jpg|n02111129-Leonberg
n02111129-Leonberg\n02111129_1383.jpg|n02102480-Sussex_spaniel
n02111129-Leonberg\n02111129_1390.jpg|n02086646-Blenheim_spaniel
n02111129-Leonberg\n02111129_1419.jpg|n02111129-Leonberg
n02111129-Leonberg\n02111129_1429.jpg|n02111129-Leonberg
n02111129-Leonberg\n02111129_1447.jpg|n02111129-Leonberg
n02111129-Leonberg\n02111129_1480.jpg|n02115913-dhole
n02111129-Leonberg\n02111129_1482.jpg|n02111129-Leonberg
n02111129-Leonberg\n02111129_1497.jpg|n02111129-Leonberg
n02111129-Leonberg\n02111129_1501.jpg|n02111129-Leonberg
n02111129-Leonberg\n02111129_1503.jpg|n02111129-Leonberg
n02111129-Leonberg\n02111129_1546.jpg|n02111129-Leonberg
n02111129-Leonberg\n02111129_1583.jpg|n02097298-Scotch_terrier
n02111129-Leonberg\n02111129_1591.jpg|n02111129-Leonberg
n02111129-Leonberg\n02111129_164.jpg|n02111129-Leonberg
n02111277-Newfoundland\n02111277_1008.jpg|n02090721-Irish_wolfhound
n02111277-Newfoundland\n02111277_10160.jpg|n02102973-Irish_water_spaniel
n02111277-Newfoundland\n02111277_1018.jpg|n02111277-Newfoundland
n02111277-Newfoundland\n02111277_1023.jpg|n02113978-Mexican_hairless
n02111277-Newfoundland\n02111277_10237.jpg|n02107312-miniature_pinscher
n02111277-Newfoundland\n02111277_1029.jpg|n02088632-bluetick
n02111277-Newfoundland\n02111277_10333.jpg|n02097298-Scotch_terrier
n02111277-Newfoundland\n02111277_1040.jpg|n02097130-giant_schnauzer
n02111277-Newfoundland\n02111277_10573.jpg|n02102973-Irish_water_spaniel
n02111277-Newfoundland\n02111277_10578.jpg|n02085782-Japanese_spaniel
n02111277-Newfoundland\n02111277_10769.jpg|n02111277-Newfoundland
n02111277-Newfoundland\n02111277_110.jpg|n02111277-Newfoundland
n02111277-Newfoundland\n02111277_11106.jpg|n02105056-groenendael
n02111277-Newfoundland\n02111277_11433.jpg|n02089078-black-and-tan_coonhound
n02111277-Newfoundland\n02111277_11530.jpg|n02110627-affenpinscher
n02111277-Newfoundland\n02111277_1177.jpg|n02088094-Afghan_hound
n02111277-Newfoundland\n02111277_1179.jpg|n02101006-Gordon_setter
n02111277-Newfoundland\n02111277_11806.jpg|n02111277-Newfoundland
n02111277-Newfoundland\n02111277_1193.jpg|n02106382-Bouvier_des_Flandres
n02111277-Newfoundland\n02111277_11934.jpg|n02105056-groenendael
n02111277-Newfoundland\n02111277_120.jpg|n02111277-Newfoundland
n02111277-Newfoundland\n02111277_12022.jpg|n02107142-Doberman
n02111277-Newfoundland\n02111277_12042.jpg|n02116738-African_hunting_dog
n02111277-Newfoundland\n02111277_12381.jpg|n02097130-giant_schnauzer
n02111277-Newfoundland\n02111277_12623.jpg|n02097298-Scotch_terrier
n02111277-Newfoundland\n02111277_1288.jpg|n02104365-schipperke
n02111277-Newfoundland\n02111277_1295.jpg|n02088094-Afghan_hound
n02111277-Newfoundland\n02111277_1298.jpg|n02099267-flat-coated_retriever
n02111277-Newfoundland\n02111277_13070.jpg|n02093859-Kerry_blue_terrier
n02111500-Great_Pyrenees\n02111500_1031.jpg|n02111500-Great_Pyrenees
n02111500-Great_Pyrenees\n02111500_1048.jpg|n02089867-Walker_hound
n02111500-Great_Pyrenees\n02111500_1050.jpg|n02111889-Samoyed
n02111500-Great_Pyrenees\n02111500_109.jpg|n02104029-kuvasz
n02111500-Great_Pyrenees\n02111500_1097.jpg|n02091134-whippet
n02111500-Great_Pyrenees\n02111500_1149.jpg|n02101556-clumber
n02111500-Great_Pyrenees\n02111500_1170.jpg|n02085936-Maltese_dog
n02111500-Great_Pyrenees\n02111500_1203.jpg|n02111500-Great_Pyrenees
